Date;Price;Change %
May 08/2015;12.86;-15.00%
May 07/2015;15.13;-0.13%
May 06/2015;15.15;5.87%
May 05/2015;14.31;11.36%
May 04/2015;12.85;1.18%
May 01/2015;12.70;-12.71%
Apr 30/2015;14.55;8.66%
Apr 29/2015;13.39;7.90%
Apr 28/2015;12.41;-5.41%
Apr 27/2015;13.12;6.75%
Apr 24/2015;12.29;-1.52%
Apr 23/2015;12.48;-1.81%
Apr 22/2015;12.71;-4.08%
Apr 21/2015;13.25;-0.38%
Apr 20/2015;13.30;-4.25%
Apr 17/2015;13.89;10.24%
Apr 16/2015;12.60;-1.87%
Apr 15/2015;12.84;-6.07%
Apr 14/2015;13.67;-1.94%
Apr 13/2015;13.94;10.81%
Apr 10/2015;12.58;-3.90%
Apr 09/2015;13.09;-6.37%
Apr 08/2015;13.98;-5.41%
Apr 07/2015;14.78;0.27%
Apr 06/2015;14.74;0.48%
Apr 02/2015;14.67;-2.91%
Apr 01/2015;15.11;-1.18%
Mar 31/2015;15.29;5.38%
Mar 30/2015;14.51;-3.72%
Mar 27/2015;15.07;-4.62%
Mar 26/2015;15.80;2.33%
Mar 25/2015;15.44;13.36%
Mar 24/2015;13.62;1.57%
Mar 23/2015;13.41;3.00%
Mar 20/2015;13.02;-7.46%
Mar 19/2015;14.07;0.72%
Mar 18/2015;13.97;-10.79%
Mar 17/2015;15.66;0.32%
Mar 16/2015;15.61;-2.44%
Mar 13/2015;16.00;3.76%
Mar 12/2015;15.42;-8.60%
Mar 11/2015;16.87;1.08%
Mar 10/2015;16.69;10.82%
Mar 09/2015;15.06;-0.92%
Mar 06/2015;15.20;8.26%
Mar 05/2015;14.04;-1.34%
Mar 04/2015;14.23;2.67%
Mar 03/2015;13.86;6.29%
Mar 02/2015;13.04;-2.25%
Feb 27/2015;13.34;-4.10%
Feb 26/2015;13.91;0.51%
Feb 25/2015;13.84;1.10%
Feb 24/2015;13.69;-5.98%
Feb 23/2015;14.56;1.82%
Feb 20/2015;14.30;-6.47%
Feb 19/2015;15.29;-1.04%
Feb 18/2015;15.45;-2.22%
Feb 17/2015;15.80;7.56%
Feb 13/2015;14.69;-4.24%
Feb 12/2015;15.34;-9.55%
Feb 11/2015;16.96;-1.57%
Feb 10/2015;17.23;-7.12%
Feb 09/2015;18.55;7.29%
Feb 06/2015;17.29;2.61%
Feb 05/2015;16.85;-8.07%
Feb 04/2015;18.33;5.77%
Feb 03/2015;17.33;-10.81%
Feb 02/2015;19.43;-7.34%
Jan 30/2015;20.97;11.78%
Jan 29/2015;18.76;-8.22%
Jan 28/2015;20.44;18.70%
Jan 27/2015;17.22;10.95%
Jan 26/2015;15.52;-6.84%
Jan 23/2015;16.66;1.59%
Jan 22/2015;16.40;-13.00%
Jan 21/2015;18.85;-5.23%
Jan 20/2015;19.89;-5.06%
Jan 16/2015;20.95;-6.43%
Jan 15/2015;22.39;4.24%
Jan 14/2015;21.48;4.47%
Jan 13/2015;20.56;4.90%
Jan 12/2015;19.60;11.68%
Jan 09/2015;17.55;3.17%
Jan 08/2015;17.01;-11.91%
Jan 07/2015;19.31;-8.57%
Jan 06/2015;21.12;6.02%
Jan 05/2015;19.92;11.97%
Jan 02/2015;17.79;-7.34%
Dec 31/2014;19.20;20.60%
Dec 30/2014;15.92;5.71%
Dec 29/2014;15.06;3.86%
Dec 26/2014;14.50;0.90%
Dec 24/2014;14.37;-2.91%
Dec 23/2014;14.80;-2.95%
Dec 22/2014;15.25;-7.52%
Dec 19/2014;16.49;-1.90%
Dec 18/2014;16.81;-13.53%
Dec 17/2014;19.44;-17.52%
Dec 16/2014;23.57;15.43%
Dec 15/2014;20.42;-3.13%
Dec 12/2014;21.08;4.98%
Dec 11/2014;20.08;8.36%
Dec 10/2014;18.53;24.45%
Dec 09/2014;14.89;4.79%
Dec 08/2014;14.21;20.22%
Dec 05/2014;11.82;-4.52%
Dec 04/2014;12.38;-0.72%
Dec 03/2014;12.47;-2.96%
Dec 02/2014;12.85;-10.08%
Dec 01/2014;14.29;7.20%
Nov 28/2014;13.33;10.44%
Nov 26/2014;12.07;-1.47%
Nov 25/2014;12.25;-2.93%
Nov 24/2014;12.62;-2.17%
Nov 21/2014;12.90;-5.01%
Nov 20/2014;13.58;-2.72%
Nov 19/2014;13.96;0.72%
Nov 18/2014;13.86;-0.93%
Nov 17/2014;13.99;5.11%
Nov 14/2014;13.31;-3.48%
Nov 13/2014;13.79;5.91%
Nov 12/2014;13.02;0.77%
Nov 11/2014;12.92;1.97%
Nov 10/2014;12.67;-3.43%
Nov 07/2014;13.12;-4.02%
Nov 06/2014;13.67;-3.53%
Nov 05/2014;14.17;-4.84%
Nov 04/2014;14.89;1.09%
Nov 03/2014;14.73;4.99%
Oct 31/2014;14.03;-3.37%
Oct 30/2014;14.52;-4.16%
Oct 29/2014;15.15;5.28%
Oct 28/2014;14.39;-10.29%
Oct 27/2014;16.04;-0.43%
Oct 24/2014;16.11;-2.54%
Oct 23/2014;16.53;-7.50%
Oct 22/2014;17.87;11.13%
Oct 21/2014;16.08;-13.41%
Oct 20/2014;18.57;-15.55%
Oct 17/2014;21.99;-12.74%
Oct 16/2014;25.20;-4.00%
Oct 15/2014;26.25;15.18%
Oct 14/2014;22.79;-7.51%
Oct 13/2014;24.64;16.01%
Oct 10/2014;21.24;13.22%
Oct 09/2014;18.76;24.16%
Oct 08/2014;15.11;-12.15%
Oct 07/2014;17.20;11.25%
Oct 06/2014;15.46;6.25%
Oct 03/2014;14.55;-9.96%
Oct 02/2014;16.16;-3.29%
Oct 01/2014;16.71;2.45%
Sep 30/2014;16.31;2.07%
Sep 29/2014;15.98;7.61%
Sep 26/2014;14.85;-5.05%
Sep 25/2014;15.64;17.86%
Sep 24/2014;13.27;-11.12%
Sep 23/2014;14.93;9.06%
Sep 22/2014;13.69;13.05%
Sep 19/2014;12.11;0.67%
Sep 18/2014;12.03;-4.90%
Sep 17/2014;12.65;-0.63%
Sep 16/2014;12.73;-9.84%
Sep 15/2014;14.12;6.09%
Sep 12/2014;13.31;3.98%
Sep 11/2014;12.80;-0.62%
Sep 10/2014;12.88;-4.59%
Sep 09/2014;13.50;6.64%
Sep 08/2014;12.66;4.71%
Sep 05/2014;12.09;-4.35%
Sep 04/2014;12.64;2.27%
Sep 03/2014;12.36;0.90%
Sep 02/2014;12.25;2.25%
Aug 29/2014;11.98;-0.58%
Aug 28/2014;12.05;2.29%
Aug 27/2014;11.78;1.29%
Aug 26/2014;11.63;-0.60%
Aug 25/2014;11.70;2.01%
Aug 22/2014;11.47;-2.47%
Aug 21/2014;11.76;-0.17%
Aug 20/2014;11.78;-3.52%
Aug 19/2014;12.21;-0.89%
Aug 18/2014;12.32;-6.31%
Aug 15/2014;13.15;5.88%
Aug 14/2014;12.42;-3.72%
Aug 13/2014;12.90;-8.70%
Aug 12/2014;14.13;-0.70%
Aug 11/2014;14.23;-9.77%
Aug 08/2014;15.77;-5.34%
Aug 07/2014;16.66;1.77%
Aug 06/2014;16.37;-2.96%
Aug 05/2014;16.87;11.57%
Aug 04/2014;15.12;-11.22%
Aug 01/2014;17.03;0.47%
Jul 31/2014;16.95;27.16%
Jul 30/2014;13.33;0.38%
Jul 29/2014;13.28;5.73%
Jul 28/2014;12.56;-1.02%
Jul 25/2014;12.69;7.18%
Jul 24/2014;11.84;2.78%
Jul 23/2014;11.52;-5.88%
Jul 22/2014;12.24;-4.45%
Jul 21/2014;12.81;6.22%
Jul 18/2014;12.06;-17.06%
Jul 17/2014;14.54;32.18%
Jul 16/2014;11.00;-8.03%
Jul 15/2014;11.96;1.18%
Jul 14/2014;11.82;-2.15%
Jul 11/2014;12.08;-4.05%
Jul 10/2014;12.59;8.07%
Jul 09/2014;11.65;-2.75%
Jul 08/2014;11.98;5.74%
Jul 07/2014;11.33;9.79%
Jul 03/2014;10.32;-4.62%
Jul 02/2014;10.82;-2.96%
Jul 01/2014;11.15;-3.63%
Jun 30/2014;11.57;2.75%
Jun 27/2014;11.26;-3.18%
Jun 26/2014;11.63;0.35%
Jun 25/2014;11.59;-4.45%
Jun 24/2014;12.13;10.47%
Jun 23/2014;10.98;1.20%
Jun 20/2014;10.85;2.17%
Jun 19/2014;10.62;0.09%
Jun 18/2014;10.61;-12.02%
Jun 17/2014;12.06;-4.66%
Jun 16/2014;12.65;3.86%
Jun 13/2014;12.18;-3.03%
Jun 12/2014;12.56;8.28%
Jun 11/2014;11.60;5.55%
Jun 10/2014;10.99;-1.43%
Jun 09/2014;11.15;3.91%
Jun 06/2014;10.73;-8.13%
Jun 05/2014;11.68;-3.31%
Jun 04/2014;12.08;1.77%
Jun 03/2014;11.87;2.50%
Jun 02/2014;11.58;1.58%
May 30/2014;11.40;-1.47%
May 29/2014;11.57;-0.94%
May 28/2014;11.68;1.48%
May 27/2014;11.51;1.32%
May 23/2014;11.36;-5.57%
May 22/2014;12.03;1.01%
May 21/2014;11.91;-8.10%
May 20/2014;12.96;4.35%
May 19/2014;12.42;-0.16%
May 16/2014;12.44;-5.54%
May 15/2014;13.17;8.22%
May 14/2014;12.17;0.33%
May 13/2014;12.13;-0.82%
May 12/2014;12.23;-5.34%
May 09/2014;12.92;-3.80%
May 08/2014;13.43;0.22%
May 07/2014;13.40;-2.90%
May 06/2014;13.80;3.84%
May 05/2014;13.29;2.94%
May 02/2014;12.91;-2.57%
May 01/2014;13.25;-1.19%
Apr 30/2014;13.41;-2.19%
Apr 29/2014;13.71;-1.86%
Apr 28/2014;13.97;-0.64%
Apr 25/2014;14.06;5.56%
Apr 24/2014;13.32;0.38%
Apr 23/2014;13.27;0.61%
Apr 22/2014;13.19;-0.45%
Apr 21/2014;13.25;-0.82%
Apr 17/2014;13.36;-5.78%
Apr 16/2014;14.18;-9.16%
Apr 15/2014;15.61;-3.10%
Apr 14/2014;16.11;-5.40%
Apr 11/2014;17.03;7.17%
Apr 10/2014;15.89;14.98%
Apr 09/2014;13.82;-7.19%
Apr 08/2014;14.89;-4.37%
Apr 07/2014;15.57;11.53%
Apr 04/2014;13.96;4.41%
Apr 03/2014;13.37;2.14%
Apr 02/2014;13.09;-0.08%
Apr 01/2014;13.10;-5.62%
Mar 31/2014;13.88;-3.68%
Mar 28/2014;14.41;-1.44%
Mar 27/2014;14.62;-2.08%
Mar 26/2014;14.93;6.49%
Mar 25/2014;14.02;-7.09%
Mar 24/2014;15.09;0.60%
Mar 21/2014;15.00;3.31%
Mar 20/2014;14.52;-3.97%
Mar 19/2014;15.12;4.13%
Mar 18/2014;14.52;-7.16%
Mar 17/2014;15.64;-12.23%
Mar 14/2014;17.82;9.86%
Mar 13/2014;16.22;12.09%
Mar 12/2014;14.47;-2.23%
Mar 11/2014;14.80;4.23%
Mar 10/2014;14.20;0.64%
Mar 07/2014;14.11;-0.70%
Mar 06/2014;14.21;2.30%
Mar 05/2014;13.89;-1.49%
Mar 04/2014;14.10;-11.87%
Mar 03/2014;16.00;14.29%
Feb 28/2014;14.00;-0.28%
Feb 27/2014;14.04;-2.16%
Feb 26/2014;14.35;4.97%
Feb 25/2014;13.67;-3.94%
Feb 24/2014;14.23;-3.07%
Feb 21/2014;14.68;-0.74%
Feb 20/2014;14.79;-4.58%
Feb 19/2014;15.50;11.75%
Feb 18/2014;13.87;2.21%
Feb 14/2014;13.57;-4.03%
Feb 13/2014;14.14;-1.12%
Feb 12/2014;14.30;-1.45%
Feb 11/2014;14.51;-4.91%
Feb 10/2014;15.26;-0.20%
Feb 07/2014;15.29;-11.26%
Feb 06/2014;17.23;-13.63%
Feb 05/2014;19.95;4.40%
Feb 04/2014;19.11;-10.87%
Feb 03/2014;21.44;16.46%
Jan 31/2014;18.41;6.48%
Jan 30/2014;17.29;-0.35%
Jan 29/2014;17.35;9.81%
Jan 28/2014;15.80;-9.30%
Jan 27/2014;17.42;-3.97%
Jan 24/2014;18.14;31.74%
Jan 23/2014;13.77;7.24%
Jan 22/2014;12.84;-0.23%
Jan 21/2014;12.87;3.46%
Jan 17/2014;12.44;-0.72%
Jan 16/2014;12.53;2.04%
Jan 15/2014;12.28;0.00%
Jan 14/2014;12.28;-7.53%
Jan 13/2014;13.28;9.39%
Jan 10/2014;12.14;-5.82%
Jan 09/2014;12.89;0.16%
Jan 08/2014;12.87;-0.39%
Jan 07/2014;12.92;-4.65%
Jan 06/2014;13.55;-1.53%
Jan 03/2014;13.76;-3.30%
Jan 02/2014;14.23;3.72%
Dec 31/2013;13.72;1.18%
Dec 30/2013;13.56;8.83%
Dec 27/2013;12.46;1.05%
Dec 26/2013;12.33;-1.20%
Dec 24/2013;12.48;-4.29%
Dec 23/2013;13.04;-5.44%
Dec 20/2013;13.79;-2.54%
Dec 19/2013;14.15;2.54%
Dec 18/2013;13.80;-14.87%
Dec 17/2013;16.21;1.12%
Dec 16/2013;16.03;1.71%
Dec 13/2013;15.76;1.42%
Dec 12/2013;15.54;0.78%
Dec 11/2013;15.42;10.86%
Dec 10/2013;13.91;3.11%
Dec 09/2013;13.49;-2.18%
Dec 06/2013;13.79;-8.55%
Dec 05/2013;15.08;2.59%
Dec 04/2013;14.70;1.03%
Dec 03/2013;14.55;2.25%
Dec 02/2013;14.23;3.87%
Nov 29/2013;13.70;5.55%
Nov 27/2013;12.98;1.33%
Nov 26/2013;12.81;0.16%
Nov 25/2013;12.79;4.32%
Nov 22/2013;12.26;-3.16%
Nov 21/2013;12.66;-5.52%
Nov 20/2013;13.40;0.07%
Nov 19/2013;13.39;2.21%
Nov 18/2013;13.10;7.47%
Nov 15/2013;12.19;-1.46%
Nov 14/2013;12.37;-1.20%
Nov 13/2013;12.52;-2.34%
Nov 12/2013;12.82;2.31%
Nov 11/2013;12.53;-2.87%
Nov 08/2013;12.90;-7.26%
Nov 07/2013;13.91;9.79%
Nov 06/2013;12.67;-4.52%
Nov 05/2013;13.27;2.63%
Nov 04/2013;12.93;-2.64%
Nov 01/2013;13.28;-3.42%
Oct 31/2013;13.75;0.73%
Oct 30/2013;13.65;1.79%
Oct 29/2013;13.41;0.75%
Oct 28/2013;13.31;1.68%
Oct 25/2013;13.09;-0.83%
Oct 24/2013;13.20;-1.64%
Oct 23/2013;13.42;0.68%
Oct 22/2013;13.33;1.29%
Oct 21/2013;13.16;0.92%
Oct 18/2013;13.04;-3.26%
Oct 17/2013;13.48;-8.36%
Oct 16/2013;14.71;-21.17%
Oct 15/2013;18.66;16.12%
Oct 14/2013;16.07;2.23%
Oct 11/2013;15.72;-4.61%
Oct 10/2013;16.48;-15.92%
Oct 09/2013;19.60;-3.64%
Oct 08/2013;20.34;4.79%
Oct 07/2013;19.41;15.95%
Oct 04/2013;16.74;-5.26%
Oct 03/2013;17.67;6.45%
Oct 02/2013;16.60;6.82%
Oct 01/2013;15.54;-6.39%
Sep 30/2013;16.60;7.37%
Sep 27/2013;15.46;9.96%
Sep 26/2013;14.06;0.36%
Sep 25/2013;14.01;-0.50%
Sep 24/2013;14.08;-1.61%
Sep 23/2013;14.31;9.07%
Sep 20/2013;13.12;-0.30%
Sep 19/2013;13.16;-3.16%
Sep 18/2013;13.59;-6.47%
Sep 17/2013;14.53;1.04%
Sep 16/2013;14.38;1.55%
Sep 13/2013;14.16;-0.91%
Sep 12/2013;14.29;3.40%
Sep 11/2013;13.82;-4.89%
Sep 10/2013;14.53;-7.04%
Sep 09/2013;15.63;-1.39%
Sep 06/2013;15.85;0.51%
Sep 05/2013;15.77;-0.69%
Sep 04/2013;15.88;-4.39%
Sep 03/2013;16.61;-2.35%
Aug 30/2013;17.01;1.19%
Aug 29/2013;16.81;1.94%
Aug 28/2013;16.49;-1.67%
Aug 27/2013;16.77;11.87%
Aug 26/2013;14.99;7.22%
Aug 23/2013;13.98;-5.28%
Aug 22/2013;14.76;-7.40%
Aug 21/2013;15.94;6.91%
Aug 20/2013;14.91;-1.26%
Aug 19/2013;15.10;5.08%
Aug 16/2013;14.37;-2.44%
Aug 15/2013;14.73;12.96%
Aug 14/2013;13.04;5.93%
Aug 13/2013;12.31;-3.90%
Aug 12/2013;12.81;-4.47%
Aug 09/2013;13.41;5.34%
Aug 08/2013;12.73;-1.93%
Aug 07/2013;12.98;2.04%
Aug 06/2013;12.72;7.43%
Aug 05/2013;11.84;-1.17%
Aug 02/2013;11.98;-7.42%
Aug 01/2013;12.94;-3.79%
Jul 31/2013;13.45;0.45%
Jul 30/2013;13.39;0.00%
Jul 29/2013;13.39;5.27%
Jul 26/2013;12.72;-1.93%
Jul 25/2013;12.97;-1.59%
Jul 24/2013;13.18;4.11%
Jul 23/2013;12.66;3.01%
Jul 22/2013;12.29;-1.99%
Jul 19/2013;12.54;-8.93%
Jul 18/2013;13.77;-0.07%
Jul 17/2013;13.78;-4.44%
Jul 16/2013;14.42;4.57%
Jul 15/2013;13.79;-0.36%
Jul 12/2013;13.84;-1.21%
Jul 11/2013;14.01;-1.41%
Jul 10/2013;14.21;-0.98%
Jul 09/2013;14.35;-2.91%
Jul 08/2013;14.78;-0.74%
Jul 05/2013;14.89;-8.09%
Jul 03/2013;16.20;-1.46%
Jul 02/2013;16.44;0.43%
Jul 01/2013;16.37;-2.91%
Jun 28/2013;16.86;0.00%
Jun 27/2013;16.86;-2.03%
Jun 26/2013;17.21;-6.82%
Jun 25/2013;18.47;-8.16%
Jun 24/2013;20.11;6.40%
Jun 21/2013;18.90;-7.76%
Jun 20/2013;20.49;23.14%
Jun 19/2013;16.64;0.18%
Jun 18/2013;16.61;-1.13%
Jun 17/2013;16.80;-2.04%
Jun 14/2013;17.15;4.51%
Jun 13/2013;16.41;-11.73%
Jun 12/2013;18.59;8.90%
Jun 11/2013;17.07;10.56%
Jun 10/2013;15.44;1.98%
Jun 07/2013;15.14;-8.96%
Jun 06/2013;16.63;-4.97%
Jun 05/2013;17.50;7.56%
Jun 04/2013;16.27;-0.06%
Jun 03/2013;16.28;-0.12%
May 31/2013;16.30;12.18%
May 30/2013;14.53;-2.02%
May 29/2013;14.83;2.42%
May 28/2013;14.48;3.50%
May 24/2013;13.99;-0.57%
May 23/2013;14.07;1.81%
May 22/2013;13.82;3.37%
May 21/2013;13.37;2.69%
May 20/2013;13.02;4.58%
May 17/2013;12.45;-4.74%
May 16/2013;13.07;2.03%
May 15/2013;12.81;0.31%
May 14/2013;12.77;1.75%
May 13/2013;12.55;-0.32%
May 10/2013;12.59;-4.11%
May 09/2013;13.13;3.71%
May 08/2013;12.66;-1.33%
May 07/2013;12.83;1.34%
May 06/2013;12.66;-1.48%
May 03/2013;12.85;-5.45%
May 02/2013;13.59;-6.21%
May 01/2013;14.49;7.17%
Apr 30/2013;13.52;-1.39%
Apr 29/2013;13.71;0.73%
Apr 26/2013;13.61;-0.07%
Apr 25/2013;13.62;0.07%
Apr 24/2013;13.61;0.96%
Apr 23/2013;13.48;-6.32%
Apr 22/2013;14.39;-3.87%
Apr 19/2013;14.97;-14.75%
Apr 18/2013;17.56;6.36%
Apr 17/2013;16.51;18.27%
Apr 16/2013;13.96;-19.17%
Apr 15/2013;17.27;43.20%
Apr 12/2013;12.06;-1.47%
Apr 11/2013;12.24;-0.97%
Apr 10/2013;12.36;-3.74%
Apr 09/2013;12.84;-2.65%
Apr 08/2013;13.19;-5.24%
Apr 05/2013;13.92;0.22%
Apr 04/2013;13.89;-2.25%
Apr 03/2013;14.21;11.19%
Apr 02/2013;12.78;-5.89%
Apr 01/2013;13.58;6.93%
Mar 28/2013;12.70;-3.42%
Mar 27/2013;13.15;2.98%
Mar 26/2013;12.77;-7.06%
Mar 25/2013;13.74;1.25%
Mar 22/2013;13.57;-3.00%
Mar 21/2013;13.99;10.42%
Mar 20/2013;12.67;-11.95%
Mar 19/2013;14.39;7.71%
Mar 18/2013;13.36;18.23%
Mar 15/2013;11.30;0.00%
Mar 14/2013;11.30;-4.48%
Mar 13/2013;11.83;-3.59%
Mar 12/2013;12.27;6.14%
Mar 11/2013;11.56;-8.18%
Mar 08/2013;12.59;-3.60%
Mar 07/2013;13.06;-3.47%
Mar 06/2013;13.53;0.37%
Mar 05/2013;13.48;-3.78%
Mar 04/2013;14.01;-8.79%
Mar 01/2013;15.36;-0.97%
Feb 28/2013;15.51;5.30%
Feb 27/2013;14.73;-12.69%
Feb 26/2013;16.87;-11.16%
Feb 25/2013;18.99;34.02%
Feb 22/2013;14.17;-6.90%
Feb 21/2013;15.22;3.68%
Feb 20/2013;14.68;19.25%
Feb 19/2013;12.31;-1.20%
Feb 15/2013;12.46;-1.58%
Feb 14/2013;12.66;-2.47%
Feb 13/2013;12.98;2.69%
Feb 12/2013;12.64;-2.32%
Feb 11/2013;12.94;-0.61%
Feb 08/2013;13.02;-3.56%
Feb 07/2013;13.50;0.67%
Feb 06/2013;13.41;-2.26%
Feb 05/2013;13.72;-6.48%
Feb 04/2013;14.67;13.72%
Feb 01/2013;12.90;-9.66%
Jan 31/2013;14.28;-0.28%
Jan 30/2013;14.32;7.59%
Jan 29/2013;13.31;-1.92%
Jan 28/2013;13.57;5.28%
Jan 25/2013;12.89;1.58%
Jan 24/2013;12.69;1.85%
Jan 23/2013;12.46;0.24%
Jan 22/2013;12.43;-0.24%
Jan 18/2013;12.46;-8.18%
Jan 17/2013;13.57;1.12%
Jan 16/2013;13.42;-0.96%
Jan 15/2013;13.55;0.22%
Jan 14/2013;13.52;1.20%
Jan 11/2013;13.36;-0.96%
Jan 10/2013;13.49;-2.32%
Jan 09/2013;13.81;1.40%
Jan 08/2013;13.62;-1.23%
Jan 07/2013;13.79;-0.29%
Jan 04/2013;13.83;-5.01%
Jan 03/2013;14.56;-0.82%
Jan 02/2013;14.68;-18.53%
Dec 31/2012;18.02;-20.69%
Dec 28/2012;22.72;16.69%
Dec 27/2012;19.47;-0.05%
Dec 26/2012;19.48;4.79%
Dec 24/2012;18.59;4.20%
Dec 21/2012;17.84;0.96%
Dec 20/2012;17.67;1.79%
Dec 19/2012;17.36;11.50%
Dec 18/2012;15.57;-4.71%
Dec 17/2012;16.34;-3.88%
Dec 14/2012;17.00;2.66%
Dec 13/2012;16.56;3.82%
Dec 12/2012;15.95;2.44%
Dec 11/2012;15.57;-2.99%
Dec 10/2012;16.05;0.94%
Dec 07/2012;15.90;-4.10%
Dec 06/2012;16.58;0.73%
Dec 05/2012;16.46;-3.86%
Dec 04/2012;17.12;2.88%
Dec 03/2012;16.64;4.85%
Nov 30/2012;15.87;5.38%
Nov 29/2012;15.06;-2.90%
Nov 28/2012;15.51;-2.58%
Nov 27/2012;15.92;2.71%
Nov 26/2012;15.50;2.38%
Nov 23/2012;15.14;-1.11%
Nov 21/2012;15.31;1.53%
Nov 20/2012;15.08;-1.05%
Nov 19/2012;15.24;-7.13%
Nov 16/2012;16.41;-8.78%
Nov 15/2012;17.99;0.39%
Nov 14/2012;17.92;7.63%
Nov 13/2012;16.65;-0.18%
Nov 12/2012;16.68;-10.37%
Nov 09/2012;18.61;0.65%
Nov 08/2012;18.49;-3.09%
Nov 07/2012;19.08;8.53%
Nov 06/2012;17.58;-4.56%
Nov 05/2012;18.42;4.72%
Nov 02/2012;17.59;5.39%
Nov 01/2012;16.69;-10.27%
Oct 31/2012;18.60;4.44%
Oct 26/2012;17.81;-1.71%
Oct 25/2012;18.12;-1.15%
Oct 24/2012;18.33;-2.66%
Oct 23/2012;18.83;13.30%
Oct 22/2012;16.62;-2.58%
Oct 19/2012;17.06;13.51%
Oct 18/2012;15.03;-0.27%
Oct 17/2012;15.07;-0.99%
Oct 16/2012;15.22;-0.33%
Oct 15/2012;15.27;-5.39%
Oct 12/2012;16.14;3.53%
Oct 11/2012;15.59;-4.30%
Oct 10/2012;16.29;-0.49%
Oct 09/2012;16.37;8.34%
Oct 08/2012;15.11;5.44%
Oct 05/2012;14.33;-1.51%
Oct 04/2012;14.55;-5.70%
Oct 03/2012;15.43;-1.78%
Oct 02/2012;15.71;-3.74%
Oct 01/2012;16.32;3.75%
Sep 28/2012;15.73;6.00%
Sep 27/2012;14.84;-11.72%
Sep 26/2012;16.81;8.94%
Sep 25/2012;15.43;9.05%
Sep 24/2012;14.15;1.22%
Sep 21/2012;13.98;-0.64%
Sep 20/2012;14.07;1.37%
Sep 19/2012;13.88;-2.12%
Sep 18/2012;14.18;-2.81%
Sep 17/2012;14.59;0.55%
Sep 14/2012;14.51;3.27%
Sep 13/2012;14.05;-11.08%
Sep 12/2012;15.80;-3.72%
Sep 11/2012;16.41;0.80%
Sep 10/2012;16.28;13.21%
Sep 07/2012;14.38;-7.82%
Sep 06/2012;15.60;-12.06%
Sep 05/2012;17.74;-1.33%
Sep 04/2012;17.98;2.92%
Aug 31/2012;17.47;-2.02%
Aug 30/2012;17.83;4.51%
Aug 29/2012;17.06;3.46%
Aug 28/2012;16.49;0.86%
Aug 27/2012;16.35;7.71%
Aug 24/2012;15.18;-4.89%
Aug 23/2012;15.96;5.63%
Aug 22/2012;15.11;0.60%
Aug 21/2012;15.02;7.13%
Aug 20/2012;14.02;4.24%
Aug 17/2012;13.45;-5.88%
Aug 16/2012;14.29;-2.32%
Aug 15/2012;14.63;-1.48%
Aug 14/2012;14.85;8.39%
Aug 13/2012;13.70;-7.06%
Aug 10/2012;14.74;-3.53%
Aug 09/2012;15.28;-0.26%
Aug 08/2012;15.32;-4.19%
Aug 07/2012;15.99;0.25%
Aug 06/2012;15.95;1.98%
Aug 03/2012;15.64;-10.98%
Aug 02/2012;17.57;-7.33%
Aug 01/2012;18.96;0.16%
Jul 31/2012;18.93;4.99%
Jul 30/2012;18.03;7.96%
Jul 27/2012;16.70;-4.73%
Jul 26/2012;17.53;-9.36%
Jul 25/2012;19.34;-5.52%
Jul 24/2012;20.47;9.94%
Jul 23/2012;18.62;14.44%
Jul 20/2012;16.27;5.31%
Jul 19/2012;15.45;-4.39%
Jul 18/2012;16.16;-1.94%
Jul 17/2012;16.48;-3.68%
Jul 16/2012;17.11;2.21%
Jul 13/2012;16.74;-8.67%
Jul 12/2012;18.33;2.12%
Jul 11/2012;17.95;-4.11%
Jul 10/2012;18.72;4.12%
Jul 09/2012;17.98;5.15%
Jul 06/2012;17.10;-2.29%
Jul 05/2012;17.50;5.04%
Jul 03/2012;16.66;-0.48%
Jul 02/2012;16.74;-1.99%
Jun 29/2012;17.08;-13.34%
Jun 28/2012;19.71;1.34%
Jun 27/2012;19.45;-1.37%
Jun 26/2012;19.72;-3.24%
Jun 25/2012;20.38;12.53%
Jun 22/2012;18.11;-9.81%
Jun 21/2012;20.08;16.47%
Jun 20/2012;17.24;-6.20%
Jun 19/2012;18.38;0.33%
Jun 18/2012;18.32;-13.22%
Jun 15/2012;21.11;-2.63%
Jun 14/2012;21.68;-10.67%
Jun 13/2012;24.27;9.87%
Jun 12/2012;22.09;-6.24%
Jun 11/2012;23.56;10.98%
Jun 08/2012;21.23;-2.26%
Jun 07/2012;21.72;-1.99%
Jun 06/2012;22.16;-10.21%
Jun 05/2012;24.68;-5.51%
Jun 04/2012;26.12;-2.03%
Jun 01/2012;26.66;10.81%
May 31/2012;24.06;-0.33%
May 30/2012;24.14;14.79%
May 29/2012;21.03;-3.35%
May 25/2012;21.76;1.02%
May 24/2012;21.54;-3.54%
May 23/2012;22.33;-0.67%
May 22/2012;22.48;2.14%
May 21/2012;22.01;-12.31%
May 18/2012;25.10;2.49%
May 17/2012;24.49;9.97%
May 16/2012;22.27;1.37%
May 15/2012;21.97;0.46%
May 14/2012;21.87;9.95%
May 11/2012;19.89;5.63%
May 10/2012;18.83;-6.23%
May 09/2012;20.08;5.41%
May 08/2012;19.05;0.58%
May 07/2012;18.94;-1.15%
May 04/2012;19.16;9.11%
May 03/2012;17.56;4.03%
May 02/2012;16.88;1.69%
May 01/2012;16.60;-3.21%
Apr 30/2012;17.15;5.09%
Apr 27/2012;16.32;0.49%
